Protein ID,Gene,Protein Length,Protein Existence,Description,Protein Probability,Top Peptide Probability,MCF7Kelly10c_5 Intensity,MCF7Kelly10c_6 Intensity,MCF7Kelly10c_7 Intensity,MCF7Kelly10c_8 Intensity,MCF7Kelly1c_5 Intensity,MCF7Kelly1c_6 Intensity,MCF7Kelly1c_7 Intensity,MCF7Kelly1c_8 Intensity,MCF7Kelly2c_5 Intensity,MCF7Kelly2c_6 Intensity,MCF7Kelly2c_7 Intensity,MCF7Kelly2c_8 Intensity
Q6GMV3,PTRHD1,140,1:Experimental evidence at protein level,Putative peptidyl-tRNA hydrolase PTRHD1,0.8913,0.9976,9525.209,0,0,0,0,0,0,0,0,0,0,0
Q6IA17,SIGIRR,410,1:Experimental evidence at protein level,Single Ig IL-1-related receptor,1,0.9989,0,29584.852,0,24408.934,0,0,0,0,0,0,0,0
Q6IA69-2,NADSYN1,446,,Isoform 2 of Glutamine-dependent NAD(+) synthetase,0.952,0.999,0,4977.152,0,0,0,0,0,0,0,0,0,0
Q6IAA8,LAMTOR1,161,1:Experimental evidence at protein level,Ragulator complex protein LAMTOR1,1,0.999,96635.25,135172.72,127300.91,133286.19,0,0,4850.5366,5528.993,8580.088,7932.834,7192.7485,14823.119
Q6IAN0,DHRS7B,325,1:Experimental evidence at protein level,Dehydrogenase/reductase SDR family member 7B,1,0.999,0,0,0,12873.197,0,0,0,0,0,0,0,0
Q6IBS0,TWF2,349,1:Experimental evidence at protein level,Twinfilin-2,1,0.999,16447.61,29628.834,30278.637,34000.03,0,0,0,0,0,0,0,0
Q6IN85-2,PPP4R3A,820,,Isoform 2 of Serine/threonine-protein phosphatase 4 regulatory subunit 3A,1,0.9984,32621.107,39105.793,0,0,0,0,0,0,0,0,5909.8438,0
Q6IQ22,RAB12,244,1:Experimental evidence at protein level,Ras-related protein Rab-12,1,0.999,0,0,6015.64,15902.918,0,0,0,0,0,0,0,0
Q6ISB3-2,GRHL2,609,,Isoform 2 of Grainyhead-like protein 2 homolog,1,0.999,0,0,10856.492,2497.3022,0,0,0,0,0,0,0,0
Q6JQN1-2,ACAD10,890,,Isoform 2 of Acyl-CoA dehydrogenase family member 10,0.8889,0.9975,0,0,0,1885.4955,0,0,0,0,0,0,0,0
Q6KB66-2,KRT80,422,,"Isoform 2 of Keratin, type II cytoskeletal 80",1,0.9985,0,0,0,0,27078.691,0,0,0,0,0,0,0
Q6KC79-2,NIPBL,2697,,Isoform 2 of Nipped-B-like protein,1,0.999,13698.176,0,3869.793,3431.17,0,0,0,0,0,0,0,0
Q6L8Q7-2,PDE12,535,,"Isoform 2 of 2',5'-phosphodiesterase 12",0.9998,0.9982,0,3841.6812,13333.13,0,0,0,0,0,0,0,0,0
Q6NTF9-2,RHBDD2,409,,Isoform 2 of Rhomboid domain-containing protein 2,0.9519,0.999,0,3955.7136,5430.3457,3951.3115,0,0,0,0,0,0,0,0
Q6NUK1-2,SLC25A24,458,,Isoform 2 of Calcium-binding mitochondrial carrier protein SCaMC-1,1,0.999,196185.28,154703.17,216263.69,224868.19,0,10008.26,8571.782,13664.341,17252.865,12751.089,17947.78,27046.082
Q6NUQ4-2,TMEM214,644,,Isoform 2 of Transmembrane protein 214,1,0.999,0,0,17344.027,13234.896,0,0,0,0,0,0,0,0
Q6NVY1,HIBCH,386,1:Experimental evidence at protein level,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",1,0.999,43018.047,48825.918,66814.59,42129.027,0,0,2824.5825,2337.23,4952.5537,0,3542.5276,5513.164
Q6NXE6-2,ARMC6,476,,Isoform 2 of Armadillo repeat-containing protein 6,0.9518,0.999,0,0,14442.601,12394.295,0,0,0,0,0,0,0,0
Q6NXG1-2,ESRP1,608,,Isoform 2 of Epithelial splicing regulatory protein 1,1,0.999,43714.254,95184.375,122460.81,63670.457,0,0,0,0,2396.332,4786.9136,0,15924.074
Q6NYC1-2,JMJD6,372,,Isoform 2 of Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,0.9523,0.999,0,9673.398,8783.113,0,0,0,0,0,0,0,0,0
Q6NZY4,ZCCHC8,707,1:Experimental evidence at protein level,Zinc finger CCHC domain-containing protein 8,1,0.999,0,6288.6035,15172.522,4189.8696,0,0,0,0,0,0,0,0
Q6P161,MRPL54,138,1:Experimental evidence at protein level,"39S ribosomal protein L54, mitochondrial",1,0.999,0,15565.045,0,18150.11,0,0,0,0,0,10182.787,0,0
Q6P1J9,CDC73,531,1:Experimental evidence at protein level,Parafibromin,1,0.999,42449.742,37514.88,81045.08,57152.2,0,0,0,0,2570.8926,0,0,0
Q6P1L8,MRPL14,145,1:Experimental evidence at protein level,"39S ribosomal protein L14, mitochondrial",1,0.999,38816.1,45169.89,36586.49,45498.254,0,0,0,0,0,0,0,0
Q6P1M0-2,SLC27A4,237,,Isoform 2 of Long-chain fatty acid transport protein 4,1,0.999,24386.055,11975.304,13316.362,22487.35,0,0,4287.4946,0,0,0,0,0
Q6P1M3-2,LLGL2,1015,,Isoform A of LLGL scribble cell polarity complex component 2,1,0.999,56376.844,199063.08,148719.05,210376.77,0,0,0,0,5921.9014,0,0,9761.481
Q6P1N0-2,CC2D1A,950,,Isoform 2 of Coiled-coil and C2 domain-containing protein 1A,1,0.999,7082.828,45782.99,14693.313,12419.66,0,0,0,0,0,0,0,0
Q6P1N9,TATDN1,297,1:Experimental evidence at protein level,Putative deoxyribonuclease TATDN1,1,0.999,47396.684,72242.195,104453.47,99013.766,0,8606.366,0,0,21696.115,30786.19,6392.9883,21377.871
Q6P1Q9-2,METTL2B,313,,Isoform 2 of tRNA N(3)-methylcytidine methyltransferase METTL2B,1,0.999,6471.4707,11412.006,14693.609,0,0,0,0,0,1671.1,0,0,0
Q6P1X6-2,C8orf82,208,,Isoform 2 of UPF0598 protein C8orf82,1,0.999,13612.567,11335.971,19964.53,17946.309,0,0,0,1782.6796,4062.0215,0,2530.193,0
Q6P2E9,EDC4,1401,1:Experimental evidence at protein level,Enhancer of mRNA-decapping protein 4,1,0.999,84686.016,330220.56,211560,134894.19,0,0,2245.611,2867.6338,14378.617,5329.996,9616.871,28114.156
Q6P2I3,FAHD2B,314,1:Experimental evidence at protein level,Fumarylacetoacetate hydrolase domain-containing protein 2B,1,0.999,3248.896,0,20696.773,13295.104,0,0,0,0,0,0,0,0
Q6P2Q9,PRPF8,2335,1:Experimental evidence at protein level,Pre-mRNA-processing-splicing factor 8,1,0.999,570998.44,672760.2,815536.7,753568.44,0,10812.772,4786.9897,7398.8286,28838.588,27714.031,21230.205,74142.2
Q6P3W7,SCYL2,929,1:Experimental evidence at protein level,SCY1-like protein 2,1,0.999,8239.95,11941.018,35101.523,20239.85,0,0,0,0,0,0,0,8381.781
Q6P4A7-2,SFXN4,305,,Isoform 2 of Sideroflexin-4,1,0.999,6632.6924,4018.9568,13017.48,3566.4873,0,0,0,0,0,0,0,0
Q6P4A8,PLBD1,553,1:Experimental evidence at protein level,Phospholipase B-like 1,1,0.999,20775.375,80360.99,23271.746,24843.219,0,0,0,0,0,0,3755.2139,0
Q6P4E1-2,CASC4,380,,Isoform 2 of Protein CASC4,0.9435,0.9988,4195.0444,0,0,4628.791,0,0,0,0,0,0,0,0
Q6P587,FAHD1,224,1:Experimental evidence at protein level,"Acylpyruvase FAHD1, mitochondrial",1,0.999,78520.3,104320.07,95577.76,97995.34,0,7812.8545,0,0,10159.864,0,0,0
Q6P5R6,RPL22L1,122,1:Experimental evidence at protein level,60S ribosomal protein L22-like 1,1,0.999,35692.523,7267.8823,25690.818,5863.5967,0,0,0,0,12545.146,0,5876.983,2848.3723
Q6P996-4,PDXDC1,760,,Isoform 4 of Pyridoxal-dependent decarboxylase domain-containing protein 1,1,0.999,76735.125,99479.21,187148.47,165707.52,0,0,0,0,26164.107,11247.354,0,10045.65
Q6P9B6,MEAK7,456,1:Experimental evidence at protein level,MTOR-associated protein MEAK7,1,0.999,27295.459,32913.613,40859.375,26427.633,0,0,0,0,8434.05,0,3877.5698,0
Q6PCB6-2,ABHD17C,295,,Isoform 2 of Alpha/beta hydrolase domain-containing protein 17C,0.9477,0.9989,8546.536,0,0,0,0,0,0,0,0,0,0,0
Q6PD62,CTR9,1173,1:Experimental evidence at protein level,RNA polymerase-associated protein CTR9 homolog,1,0.999,6922.149,9261.862,10158.253,20872.055,0,0,0,0,0,0,0,0
Q6PD74,AAGAB,315,1:Experimental evidence at protein level,Alpha- and gamma-adaptin-binding protein p34,1,0.999,0,21695.336,8965.766,7246.893,0,0,0,0,0,0,0,0
Q6PGP7,TTC37,1564,1:Experimental evidence at protein level,Tetratricopeptide repeat protein 37,1,0.999,0,5408.9214,0,9832.388,0,0,0,0,0,0,0,0
Q6PI48,DARS2,645,1:Experimental evidence at protein level,"Aspartate--tRNA ligase, mitochondrial",1,0.999,143497.64,103168.41,201188.34,125345.82,0,0,0,4449.832,3476.389,7928.5625,9936.665,0
Q6PIJ6-2,FBXO38,1113,,Isoform 2 of F-box only protein 38,0.5811,0.9858,2610.9695,0,0,0,0,0,0,0,0,0,0,0
Q6PIU2-2,NCEH1,416,,Isoform 2 of Neutral cholesterol ester hydrolase 1,1,0.999,0,22380.785,13410.37,0,0,0,0,0,0,0,0,0
Q6PJG2,MIDEAS,1045,1:Experimental evidence at protein level,Mitotic deacetylase-associated SANT domain protein,0.9997,0.9964,7165.4673,0,0,0,0,0,0,0,0,0,0,0
Q6PJT7-2,ZC3H14,735,,Isoform 2 of Zinc finger CCCH domain-containing protein 14,1,0.999,43087.625,17007.473,66968.555,36940.28,0,0,0,0,0,0,0,0
Q6PK04,CCDC137,289,1:Experimental evidence at protein level,Coiled-coil domain-containing protein 137,0.9999,0.9987,0,9419.078,0,8758.448,0,0,0,0,0,0,0,0
Q6PKG0-3,LARP1,1019,,Isoform 2 of La-related protein 1,1,0.999,63409.39,178478.84,176638.75,103345.625,0,2024.1455,6941.621,1829.4695,30077.17,22099.492,11997.445,22587.69
Q6PL18,ATAD2,1390,1:Experimental evidence at protein level,ATPase family AAA domain-containing protein 2,1,0.999,3363.9185,16275.254,25693.127,64579.3,0,0,0,0,0,0,0,0
Q6PL24,TMED8,325,1:Experimental evidence at protein level,Protein TMED8,1,0.9989,0,0,10636.172,9009.936,0,0,0,0,0,0,0,0
Q6QHC5,DEGS2,323,1:Experimental evidence at protein level,Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2,0.9524,0.999,0,0,0,0,0,0,0,0,0,0,0,0
Q6QNY0,BLOC1S3,202,1:Experimental evidence at protein level,Biogenesis of lysosome-related organelles complex 1 subunit 3,1,0.999,0,10981.926,17021.77,6173.003,0,0,0,0,0,0,0,0
Q6SPF0,SAMD1,538,1:Experimental evidence at protein level,Atherin,1,0.999,7036.499,0,4081.3374,0,0,0,0,0,0,0,0,0
Q6UB35,MTHFD1L,978,1:Experimental evidence at protein level,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",1,0.999,90288.6,103563.32,99619.695,124969.05,0,1898.3403,0,0,0,0,0,0
Q6ULP2-6,AFTPH,909,,Isoform 2 of Aftiphilin,0.9971,0.9971,0,0,0,0,0,0,0,0,0,0,0,0
Q6UN15-3,FIP1L1,520,,Isoform 3 of Pre-mRNA 3'-end-processing factor FIP1,1,0.999,52977.414,26730.664,59056.914,53773.84,0,0,0,0,0,0,0,0
Q6UW02-2,CYP20A1,435,,Isoform 2 of Cytochrome P450 20A1,0.9515,0.999,0,0,0,6617.4663,0,0,0,0,0,0,0,0
Q6UW68,TMEM205,189,1:Experimental evidence at protein level,Transmembrane protein 205,1,0.999,116624.24,160841.42,131449.47,144434.25,0,0,0,0,23753.898,0,9574.567,56064.94
Q6UW78,UQCC3,93,1:Experimental evidence at protein level,Ubiquinol-cytochrome-c reductase complex assembly factor 3,0.9524,0.999,26488.992,29091.799,23673.293,24015.527,0,0,0,6397.9346,10383.418,9272.361,0,10882.863
Q6UWE0,LRSAM1,723,1:Experimental evidence at protein level,E3 ubiquitin-protein ligase LRSAM1,1,0.999,0,0,0,30813.451,0,0,0,0,0,5141.247,0,0
Q6UWH6,TEX261,196,2:Experimental evidence at transcript level,Protein TEX261,1,0.999,8159.0566,5624.4487,11686.004,10291.952,0,0,0,0,0,0,0,0
Q6UWP8,SBSN,590,1:Experimental evidence at protein level,Suprabasin,1,0.999,0,0,0,15085.828,0,0,0,0,0,80252.83,0,0
Q6UWU4-2,C6orf89,354,,Isoform 2 of Bombesin receptor-activated protein C6orf89,0.9524,0.999,4179.0127,0,6183.936,4754.311,0,0,0,0,0,0,0,0
Q6UX04-2,CWC27,390,,Isoform 2 of Spliceosome-associated protein CWC27 homolog,0.9524,0.999,0,0,8973.99,0,0,0,0,0,0,0,0,0
Q6UX07-2,DHRS13,327,,Isoform 2 of Dehydrogenase/reductase SDR family member 13,0.9519,0.999,0,0,0,2716.125,0,0,0,0,0,0,0,0
Q6UX71-2,PLXDC2,480,,Isoform 2 of Plexin domain-containing protein 2,0.9519,0.999,0,6701.299,0,5236.8438,0,0,0,0,0,0,0,0
Q6UXG2-3,KIAA1324,926,,Isoform 3 of UPF0577 protein KIAA1324,1,0.999,56223.336,30060.262,80997.125,106517.95,0,0,0,0,3897.281,0,0,12657.064
Q6UXN9,WDR82,313,1:Experimental evidence at protein level,WD repeat-containing protein 82,1,0.999,17011.62,26401.125,15074.527,29581.3,0,0,0,0,0,0,2787.102,5705.823
Q6UXV4,APOOL,268,1:Experimental evidence at protein level,MICOS complex subunit MIC27,0.9468,0.9989,0,13135.869,12398.164,0,0,0,0,0,0,0,0,0
Q6VMQ6-4,ATF7IP,1278,,Isoform 3 of Activating transcription factor 7-interacting protein 1,0.9455,0.9988,0,0,4251.867,0,0,0,0,0,0,0,0,0
Q6WKZ4-1,RAB11FIP1,612,,Isoform 3 of Rab11 family-interacting protein 1,0.9211,0.9983,0,0,0,10298.168,0,0,0,0,0,0,0,0
Q6Y7W6-3,GIGYF2,1320,,Isoform 2 of GRB10-interacting GYF protein 2,1,0.999,0,12185.38,15972.525,0,0,0,0,0,13576.581,0,0,11822.921
Q6YN16,HSDL2,418,1:Experimental evidence at protein level,Hydroxysteroid dehydrogenase-like protein 2,1,0.999,61172.156,39383.984,75756.14,58559.32,0,5743.1025,2990.726,0,0,0,0,7900.6924
Q6ZMG9-2,CERS6,392,,Isoform 2 of Ceramide synthase 6,1,0.999,17139.453,27175.404,23625,20506.006,0,0,0,0,0,0,0,0
Q6ZNB6-2,NFXL1,733,,Isoform 2 of NF-X1-type zinc finger protein NFXL1,0.9524,0.999,5016.553,6414.3345,5711.7524,6189.0923,0,0,0,0,0,0,0,0
Q6ZRP7,QSOX2,698,1:Experimental evidence at protein level,Sulfhydryl oxidase 2,0.9998,0.9987,2607.5984,0,0,3962.0654,0,0,0,0,0,0,0,0
Q6ZRV2,FAM83H,1179,1:Experimental evidence at protein level,Protein FAM83H,1,0.999,73398,115222,96842.35,105390.36,0,0,0,0,0,0,0,0
Q6ZS17-2,RIPOR1,1219,,Isoform 2 of Rho family-interacting cell polarization regulator 1,0.9099,0.998,0,3607.8232,0,0,0,0,0,0,0,0,0,0
Q6ZSJ8,C1orf122,110,4:Protein predicted,Uncharacterized protein C1orf122,0.9519,0.999,0,0,12617.8955,0,0,0,0,0,0,0,0,0
Q6ZVX7,NCCRP1,275,1:Experimental evidence at protein level,F-box only protein 50,1,0.9989,0,0,0,0,24908.205,0,0,0,0,0,0,0
Q6ZXV5-2,TMTC3,914,,Isoform 2 of Protein O-mannosyl-transferase TMTC3,1,0.999,19799.48,26343.918,24686.672,39812.934,0,0,0,0,0,0,0,0
Q709C8-2,VPS13C,3628,,Isoform 2 of Vacuolar protein sorting-associated protein 13C,0.8803,0.9973,0,0,0,21053.61,0,0,0,0,0,0,0,0
Q71DI3,HIST2H3A,136,1:Experimental evidence at protein level,Histone H3.2,1,0.999,5978269,4916674,5827737,5267301.5,937326.94,1202222.4,980689,1555599.9,2253701.2,1448636.8,1680162.8,2119883.8
Q71RC2-3,LARP4,723,,Isoform 3 of La-related protein 4,1,0.999,20063.172,54013.51,75418.53,47461.95,0,2166.6206,0,0,0,0,0,0
Q71UM5,RPS27L,84,1:Experimental evidence at protein level,40S ribosomal protein S27-like,1,0.999,40439.39,34453.055,32850.92,40143.297,0,0,0,7473.0635,10196.877,0,7709.9697,11974.209
Q7KZ85,SUPT6H,1726,1:Experimental evidence at protein level,Transcription elongation factor SPT6,1,0.999,15678.49,13854.367,4618.5117,11612.049,0,0,0,0,0,0,0,0
Q7KZF4,SND1,910,1:Experimental evidence at protein level,Staphylococcal nuclease domain-containing protein 1,1,0.999,870807.75,1302382,1173815.5,1129176,70994.195,102719.42,20460.76,14737.959,345839.88,224412.98,157322.77,414117.97
Q7KZI7-10,MARK2,686,,Isoform 10 of Serine/threonine-protein kinase MARK2,1,0.999,0,11003.818,10434.789,16131.894,0,0,0,0,0,0,0,0
Q7L014,DDX46,1031,1:Experimental evidence at protein level,Probable ATP-dependent RNA helicase DDX46,1,0.999,233727.14,340726.6,312770.6,292147.34,2370.371,13914.845,0,2939.9434,25766.303,10056.498,4915.367,27265.145
Q7L0Y3,TRMT10C,403,1:Experimental evidence at protein level,tRNA methyltransferase 10 homolog C,1,0.999,117435.055,107173.68,98933.6,164514.36,0,2556.183,3269.6414,0,8016.7905,0,0,17738.959
Q7L1Q6-3,BZW1,451,,Isoform 3 of Basic leucine zipper and W2 domain-containing protein 1,1,0.999,121486.71,233601.86,226539.9,164931.08,5768.7075,15134.389,0,0,34323.047,10482.535,33934.008,67706.6
Q7L2E3-2,DHX30,1222,,Isoform 2 of ATP-dependent RNA helicase DHX30,1,0.999,17435.98,19651.479,28657.809,24923.457,0,0,0,0,0,1197.69,0,2286.393
Q7L2H7,EIF3M,374,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 3 subunit M,1,0.999,36181.75,65097.652,77020.72,49989.734,0,0,0,0,16467.803,10012.42,6062.699,0
Q7L2J0,MEPCE,689,1:Experimental evidence at protein level,7SK snRNA methylphosphate capping enzyme,1,0.999,13142.499,12420.338,30714.775,26247.059,0,0,0,0,0,0,0,0
Q7L576,CYFIP1,1253,1:Experimental evidence at protein level,Cytoplasmic FMR1-interacting protein 1,1,0.999,61286.805,232850.56,180213.8,120211.14,0,0,1768.97,0,35263.484,3949.3494,0,15666.77
Q7L592-2,NDUFAF7,343,,"Isoform 2 of Protein arginine methyltransferase NDUFAF7, mitochondrial",0.9524,0.999,0,5273.8066,0,3842.3406,0,0,0,0,0,0,0,0
Q7L5D6,GET4,327,1:Experimental evidence at protein level,Golgi to ER traffic protein 4 homolog,1,0.999,0,3569.428,7175.9917,0,0,0,0,0,0,0,0,0
Q7L5N1,COPS6,327,1:Experimental evidence at protein level,COP9 signalosome complex subunit 6,1,0.999,25368.666,36845.547,64788.312,21170.834,0,0,0,0,9043.844,0,0,0
Q7L5Y9-2,MAEA,360,,Isoform 2 of E3 ubiquitin-protein transferase MAEA,0.9487,0.9989,0,0,4071.3193,0,0,0,0,0,0,0,0,0
Q7L775,EPM2AIP1,607,1:Experimental evidence at protein level,EPM2A-interacting protein 1,0.5897,0.9863,6708.0977,0,0,0,0,0,0,0,0,0,0,0
Q7LBC6-2,KDM3B,1417,,Isoform 2 of Lysine-specific demethylase 3B,1,0.999,0,0,6904.2334,0,0,0,0,0,0,0,0,0
Q7LBR1,CHMP1B,199,1:Experimental evidence at protein level,Charged multivesicular body protein 1b,1,0.9939,14265.946,8996.205,0,25315.365,0,0,0,0,13090.661,0,6163.386,0
Q7LG56,RRM2B,351,1:Experimental evidence at protein level,Ribonucleoside-diphosphate reductase subunit M2 B,1,0.999,13747.361,21479.395,20675.852,16880.07,0,0,0,0,0,0,0,0
Q7LGA3,HS2ST1,356,1:Experimental evidence at protein level,Heparan sulfate 2-O-sulfotransferase 1,0.9927,0.9941,0,7194.5967,0,3912.374,0,0,0,0,0,0,0,0
Q7RTV0,PHF5A,110,1:Experimental evidence at protein level,PHD finger-like domain-containing protein 5A,0.9511,0.999,17612.703,18958.488,19990.139,19683.133,0,0,0,0,0,5128.344,0,7754.584
Q7Z2E3-10,APTX,302,,Isoform 10 of Aprataxin,0.9524,0.999,0,3504.8303,3038.3037,0,0,0,0,0,0,0,0,0
Q7Z2K6,ERMP1,904,1:Experimental evidence at protein level,Endoplasmic reticulum metallopeptidase 1,1,0.999,20518.828,34042.58,48643.117,66384.41,0,0,0,0,5545.4414,0,0,0
Q7Z2T5,TRMT1L,733,1:Experimental evidence at protein level,TRMT1-like protein,1,0.999,25364.777,19157.777,26030.383,31769.516,0,0,0,0,0,0,0,0
Q7Z2W4,ZC3HAV1,902,1:Experimental evidence at protein level,Zinc finger CCCH-type antiviral protein 1,1,0.999,85060.46,133655.12,140246.61,120761.38,0,0,0,0,13654.81,8116.292,5201.0435,33822.98
Q7Z2W9,MRPL21,205,1:Experimental evidence at protein level,"39S ribosomal protein L21, mitochondrial",1,0.999,0,13851.221,13325.035,19422.64,0,0,0,0,0,0,0,0
Q7Z2Z2-2,EFL1,1069,,Isoform 2 of Elongation factor-like GTPase 1,1,0.999,6572.7524,6489.0107,21934.527,3366.8599,0,0,0,0,0,0,0,0
Q7Z3B4-3,NUP54,459,,Isoform 3 of Nucleoporin p54,1,0.999,33508.55,46756.67,38270.918,26488.373,0,0,0,0,0,0,0,0
Q7Z3C6-2,ATG9A,778,,Isoform 2 of Autophagy-related protein 9A,0.9524,0.999,0,5276.9756,0,0,0,0,0,0,0,0,0,0
Q7Z3E5-2,ARMC9,666,,Isoform 2 of LisH domain-containing protein ARMC9,0.9522,0.999,0,4423.054,5912.973,0,0,0,0,0,0,0,0,0
Q7Z3I7,ZNF572,529,1:Experimental evidence at protein level,Zinc finger protein 572,0.5529,0.9841,6059.038,0,0,0,0,0,0,0,0,0,0,0
Q7Z3K3-2,POGZ,1357,,Isoform 2 of Pogo transposable element with ZNF domain,1,0.999,43038.87,21565.52,29684.293,36374.69,0,0,0,0,0,0,0,0
Q7Z3U7-2,MON2,1675,,Isoform 2 of Protein MON2 homolog,1,0.9989,0,5468.387,0,8137.028,0,0,0,0,0,0,0,17560.035
Q7Z406-6,MYH14,2003,,Isoform 6 of Myosin-14,1,0.999,334611.6,476631.34,432834.2,514503.22,9076.078,16103.701,17162.453,4443.705,57317.977,44092.47,28093.441,26461.127
Q7Z422-2,SZRD1,132,,Isoform 2 of SUZ domain-containing protein 1,1,0.999,0,10343.735,15908.534,0,0,0,0,0,0,0,0,6043.621
Q7Z434-4,MAVS,399,,Isoform 4 of Mitochondrial antiviral-signaling protein,1,0.999,36766.05,39264.777,46537.383,52549.234,0,0,0,0,0,0,0,4709.47
Q7Z460-4,CLASP1,1477,,Isoform 4 of CLIP-associating protein 1,0.9952,0.999,0,6323.962,6500.194,5011.2646,0,0,0,0,0,0,0,0
Q7Z478,DHX29,1369,1:Experimental evidence at protein level,ATP-dependent RNA helicase DHX29,1,0.999,4984.6826,16104.543,12984.285,6279.933,0,0,0,0,0,0,0,0
Q7Z4H3-2,HDDC2,170,,Isoform 2 of HD domain-containing protein 2,1,0.999,7178.3447,17485.072,16542.12,16102.227,0,0,0,0,0,0,0,0
Q7Z4H8-2,POGLUT3,451,,Isoform 2 of Protein O-glucosyltransferase 3,1,0.999,0,3852.0015,9953.733,5763.1904,0,0,0,0,0,0,0,0
Q7Z4S6-2,KIF21A,1661,,Isoform 2 of Kinesin-like protein KIF21A,1,0.999,0,11752.16,16768.898,0,0,0,0,0,0,0,0,0
Q7Z4V5-2,HDGFL2,670,,Isoform 2 of Hepatoma-derived growth factor-related protein 2,0.9898,0.999,15202.074,27089.242,18930.814,17029.363,0,0,0,0,0,0,0,0
Q7Z4W1,DCXR,244,1:Experimental evidence at protein level,L-xylulose reductase,1,0.999,191152.45,261629.69,288631.22,226976.28,25872.662,14886.651,0,0,78220.05,59280.027,25250.732,99189.1
Q7Z5K2-2,WAPL,1227,,Isoform 2 of Wings apart-like protein homolog,1,0.999,0,4495.2695,10294.16,0,0,0,0,0,0,0,0,0
Q7Z5L9-2,IRF2BP2,571,,Isoform 2 of Interferon regulatory factor 2-binding protein 2,0.9523,0.999,0,0,3148.187,0,0,0,0,0,0,0,0,0
Q7Z628-2,NET1,542,,Isoform 2 of Neuroepithelial cell-transforming gene 1 protein,0.9431,0.9988,0,0,2347.4133,0,0,0,0,0,0,0,0,0
Q7Z6J9,TSEN54,526,1:Experimental evidence at protein level,tRNA-splicing endonuclease subunit Sen54,0.9521,0.999,0,9324.86,18863.11,0,0,0,0,0,0,0,0,0
Q7Z6K1-2,THAP5,353,,Isoform 2 of THAP domain-containing protein 5,0.9761,0.9863,146847.83,135882.88,169106.72,193177.44,0,96654.805,62583.797,51021.266,180237.6,99189.625,52196.85,149568.62
Q7Z6Z7-2,HUWE1,4358,,Isoform 2 of E3 ubiquitin-protein ligase HUWE1,1,0.999,225882.05,315781.78,374723.34,296127.28,4180.4365,14711.234,8450.957,0,56951.3,6866.7954,15778.191,33631.953
Q7Z739,YTHDF3,585,1:Experimental evidence at protein level,YTH domain-containing family protein 3,0.9999,0.992,0,0,0,18657.127,0,0,0,0,0,0,0,0
Q7Z7E8-2,UBE2Q1,253,,Isoform 2 of Ubiquitin-conjugating enzyme E2 Q1,1,0.999,0,24929.162,10253.003,5137.1226,0,0,0,0,0,0,0,0
Q7Z7F7-2,MRPL55,164,,"Isoform 2 of 39S ribosomal protein L55, mitochondrial",0.9523,0.999,0,11294.266,8247.691,10646.1045,0,0,0,0,0,0,0,0
Q7Z7H5-3,TMED4,186,,Isoform 3 of Transmembrane emp24 domain-containing protein 4,1,0.999,34902.83,46821.402,50583.18,82772.07,0,0,0,4569.5293,8587.681,0,0,10254.867
Q7Z7K0,CMC1,106,1:Experimental evidence at protein level,COX assembly mitochondrial protein homolog,0.9524,0.999,16835.201,15594.189,19152.23,20291.469,0,0,0,0,0,0,0,0
Q86SF2,GALNT7,657,1:Experimental evidence at protein level,N-acetylgalactosaminyltransferase 7,1,0.999,107378.31,99311.41,181747.45,182886.48,0,0,0,0,0,179560.39,0,3629.685
Q86SX6,GLRX5,157,1:Experimental evidence at protein level,"Glutaredoxin-related protein 5, mitochondrial",0.997,0.999,56443.305,59337.734,61426.492,62952.516,0,3914.2786,6132.8906,0,10252.615,0,0,8934.309
Q86TI2-2,DPP9,892,,Isoform 2 of Dipeptidyl peptidase 9,0.8743,0.9971,0,7261.758,0,0,0,0,0,0,0,0,0,0
Q86TN4-2,TRPT1,204,,Isoform 2 of tRNA 2'-phosphotransferase 1,0.7748,0.9942,0,0,0,0,0,0,0,0,0,0,0,0
Q86TS9-2,MRPL52,64,,"Isoform 2 of 39S ribosomal protein L52, mitochondrial",1,0.999,12453.064,6175.2637,12022.004,5447.3584,0,0,0,0,0,0,0,2385.364
Q86TU7,SETD3,594,1:Experimental evidence at protein level,Actin-histidine N-methyltransferase,1,0.999,16643.182,59598.227,16650.404,14068.031,0,0,0,0,4118.431,0,0,0
Q86U38,NOP9,636,1:Experimental evidence at protein level,Nucleolar protein 9,1,0.999,0,31781.633,0,9536.737,0,0,0,0,0,0,0,0
Q86U42-2,PABPN1,296,,Isoform 2 of Polyadenylate-binding protein 2,1,0.999,66707.15,89037.95,85869.42,70380.06,4927.8984,5107.692,8211.219,0,18989.188,7698.336,6368.655,9808.401
Q86U44,METTL3,580,1:Experimental evidence at protein level,N6-adenosine-methyltransferase catalytic subunit,0.9143,0.9981,0,0,5310.993,0,0,0,0,0,0,0,0,0
Q86U86-2,PBRM1,1634,,Isoform 2 of Protein polybromo-1,1,0.999,23441.652,7175.8594,16304.533,0,0,0,0,0,0,0,0,0
